"""You Are Welcome Here"": Small Stickers Make a Big Difference for LGBTQ Scientists (Scientific American)",http://news.feedzilla.com/en_us/stories/science/411535186?client_source=api&format=json,"When I visited the Woods Hole Oceanographic Institution on Cape Cod in early
2013 for an open house for prospective students, in many senses I was feeling
under the weather.


-- Read more on ScientificAmerican.com

"
'Sky Chemistry' Leads To Greener Way To Make Plastic (Scientific American),http://news.feedzilla.com/en_us/stories/science/411839681?client_source=api&format=json,"Nylon production creates a greenhouse gas but combining ozone and UV light
eliminates it


-- Read more on ScientificAmerican.com

"
22 sheep packed in van 'like sardines' (APN),http://news.feedzilla.com/en_us/stories/science/411513098?client_source=api&format=json,"Two youths have been charged after police found 22 sheep crammed in a van in
Gisborne this morning.The sheep were discovered ""packed in like sardines"" in
the Mitsubishi L300 van after police tracked the vehicle to a property
after...

"
300 Million Year Old Fossil Fish Likely Had Color Vision,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/3SdC8l-_7TM/story01.htm,"westlake writes Nature is reporting the discovery of mineralized rods and cones in a 300 million year old fossil fish found in Kansas. The soft tissues of the eye and brain decay rapidly after death, within 64 days and 11 days, respectively, and are almost never preserved in the fossil record &mdash; making this is the first discovery of fossil rods and cones in general and the first evidence for color vision in a fossilized vertebrate eye.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=300+Million+Year+Old+Fossil+Fish+Likely+Had+Color+Vision%3A+http%3A%2F%2Fbit.ly%2F1xjtcWg""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F12%2F25%2F032232%2F300-million-year-old-fossil-fish-likely-had-color-vision%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/12/25/032232/300-million-year-old-fossil-fish-likely-had-color-vision?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/12/25/032232/300-million-year-old-fossil-fish-likely-had-color-vision?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6509249&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41c29d5e/sc/32/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/a2.htm""><img src=""http://da.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443207869/u/49/f/647410/c/35028/s/41c29d5e/sc/32/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/3SdC8l-_7TM"" height=""1"" width=""1"" alt=""""/>"
A New Edition of Hastings Center Report is Available (bioethicscom),http://news.feedzilla.com/en_us/stories/science/411862933?client_source=api&format=json,"Hastings Center Report (Vol. 44, No. 6, November-December 2014) is now
available online by subscription only. Articles include: ""Public Health
Emergencies: What Counts?"" by Lawrence O. Gostin ""Laws that Conflict with the
Ethics of Medicine: What Should Doctors Do?"" by Dena … Read More

"
"App Gives You Free Ebooks of Your Paperbacks When You Take a ""Shelfie""",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/EU5LkaDg624/story01.htm,"Peter Hudson writes Alan Henry writes on LifeHacker: ""Paper books are awesome, but sometimes there's no beating the portability of an ebook on your phone or tablet. If you have a physical book you'd love to read on the go, BitLit may be able to get you an ebook version for free&mdash;all you need to do is take a photo of your book case: a 'shelfie.'"" CNET notes that it's not quite as useful as it sounds: ""As you might expect from a startup in the e-book space, BitLit currently offers a very limited selection -- only about 75,000 books, so the likelihood of a match is pretty slim. Browsing the library, I recognized very few mainstream authors.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=App+Gives+You+Free+Ebooks+of+Your+Paperbacks+When+You+Take+a+%22Shelfie%22%3A+http%3A%2F%2Fbit.ly%2F1AKALoa""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fnews.slashdot.org%2Fstory%2F14%2F12%2F24%2F2115234%2Fapp-gives-you-free-ebooks-of-your-paperbacks-when-you-take-a-shelfie%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://news.slashdot.org/story/14/12/24/2115234/app-gives-you-free-ebooks-of-your-paperbacks-when-you-take-a-shelfie?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://news.slashdot.org/story/14/12/24/2115234/app-gives-you-free-ebooks-of-your-paperbacks-when-you-take-a-shelfie?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6506117&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41c185c6/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443199764/u/49/f/647410/c/35028/s/41c185c6/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/EU5LkaDg624"" height=""1"" width=""1"" alt=""""/>"
"Both Beautiful and Disturbing, a New NASA Visualization Shows Carbon Dioxide Emissions Swirling Around the World (Discover Magazine)",http://news.feedzilla.com/en_us/stories/science/411589585?client_source=api&format=json,"The following is a guest post from Paul McDivitt, a second-year master’s
student studying journalism and mass communication research at the University
of Colorado-Boulder. He is taking a course in journalistic blogging from me
there. This is his second post at Discover. His first was at Keith Kloor's
Collide-a-Scape blog. Follow Paul on twitter @paulmcdivitt. In the wake of an
historic agreement between the United States and China to curb greenhouse gas
emissions, a new visualization from NAS

"
C.D.C. Ebola Error in Lab May Have Exposed Technician to Virus (NY Times),http://news.feedzilla.com/en_us/stories/science/411909914?client_source=api&format=json,"The agency said a lab had sent the wrong samples, possibly containing the live
virus instead of inactivated samples, to another lab down the hall.







"
Comet Q2 Lovejoy Set to Ring in the New Year: Reader Images and More (Universe Today),http://news.feedzilla.com/en_us/stories/science/411499459?client_source=api&format=json,"Keeping warm? Yesterday marked the start of astronomical winter for the
northern hemisphere, meaning long nights and (hopefully) clear, cold skies.
But we’ve also got another reason to brave the cold this week, as Comet C/2014
Q2 Lovejoy is set to put on a show for northern hemisphere observers.(...)Read
the rest of Comet Q2 Lovejoy […]

"
DARPA Wants Help Building a Drone That Flies Like a Hawk,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/j6TljV_3F8g/story01.htm,"DillyTonto writes DARPA has put out a call for ideas on how to build a fast, autonomous, maneuverable UAV that can fly up to 45 mph, navigate without assistance from humans or GPS into and through buildings that are a labyrinth of stairwells, small rooms, narrow hallways and terrorists. DARPA wants this drone to fly like the bird in this awesome hawk POV video that shows it shooting through gaps narrow enough it has to tuck its wings to get through. If you can watch the video without thinking of the forest moon of Endor, there may be some movies you should watch over the holidays.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=DARPA+Wants+Help+Building+a+Drone+That+Flies+Like+a+Hawk%3A+http%3A%2F%2Fbit.ly%2F1ALXFvd""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F12%2F25%2F043220%2Fdarpa-wants-help-building-a-drone-that-flies-like-a-hawk%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/12/25/043220/darpa-wants-help-building-a-drone-that-flies-like-a-hawk?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/12/25/043220/darpa-wants-help-building-a-drone-that-flies-like-a-hawk?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6509709&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41c38495/sc/38/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/a2.htm""><img src=""http://da.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443205745/u/49/f/647410/c/35028/s/41c38495/sc/38/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/j6TljV_3F8g"" height=""1"" width=""1"" alt=""""/>"
December Darkness Across the Universe (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/411984569?client_source=api&format=json,"During the darkest days of December, it makes me feel better to think about
all the other, more profound darknesses out there in the universe. A little
dose of the old perspective, you know. And boy, there are a lot of them--not
just a lot of dark places, but a lot of different forms of darkness out there.
In fact, there's a lot more darkness than most of us realize, for an obvious
if easily overlooked reason: Space images are calibrated to highlight faint or
even invisible detail, making the un

"
Did North Korea Really Attack Sony?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/vrmiE58nvmY/story01.htm,"An anonymous reader writes ""Many security experts remain skeptical of North Korea's involvement in the recent Sony hacks. Schneier writes: ""Clues in the hackers' attack code seem to point in all directions at once. The FBI points to reused code from previous attacks associated with North Korea, as well as similarities in the networks used to launch the attacks. Korean language in the code also suggests a Korean origin, though not necessarily a North Korean one, since North Koreans use a unique dialect. However you read it, this sort of evidence is circumstantial at best. It's easy to fake, and it's even easier to interpret it incorrectly. In general, it's a situation that rapidly devolves into storytelling, where analysts pick bits and pieces of the ""evidence"" to suit the narrative they already have worked out in their heads.""""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Did+North+Korea+Really+Attack+Sony%3F%3A+http%3A%2F%2Fbit.ly%2F1CDs29t""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F14%2F12%2F24%2F1757224%2Fdid-north-korea-really-attack-sony%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/14/12/24/1757224/did-north-korea-really-attack-sony?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://it.slashdot.org/story/14/12/24/1757224/did-north-korea-really-attack-sony?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6504207&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41c19a6b/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443249652/u/49/f/647410/c/35028/s/41c19a6b/sc/21/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/vrmiE58nvmY"" height=""1"" width=""1"" alt=""""/>"
Dogs Dressed as Santa (You're Welcome) (Discovery),http://news.feedzilla.com/en_us/stories/science/411987947?client_source=api&format=json,"These furry little Saint Nicks love attention and don't mind wearing funny
hats to see that they get it.

"
Google Motion Denied In Lawsuit Against Mississippi Attorney General,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/4REJSIyMA3w/story01.htm,"An anonymous reader points out that a judge has called a time-out on a case between Google and Mississippi Attorney General Jim Hood. ""A federal judge has denied Google's motion to block enforcement of a subpoena issued by Mississippi Attorney General Jim Hood that seeks information from Google about parts of its operations, including information about advertising for imported prescription drugs. Federal court records also show U.S. District Judge Henry T. Wingate put Google's response to the subpoena on hold until after the new year. Wingate scheduled a Feb. 13 hearing for further discussions on Google's motion. He asked attorneys for both sides to file new briefs in January.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Google+Motion+Denied+In+Lawsuit+Against+Mississippi+Attorney+General%3A+http%3A%2F%2Fbit.ly%2F1wGEDoW""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F12%2F24%2F1843215%2Fgoogle-motion-denied-in-lawsuit-against-mississippi-attorney-general%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/12/24/1843215/google-motion-denied-in-lawsuit-against-mississippi-attorney-general?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/12/24/1843215/google-motion-denied-in-lawsuit-against-mississippi-attorney-general?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6504765&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41c151e1/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443196097/u/49/f/647410/c/35028/s/41c151e1/sc/1/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/4REJSIyMA3w"" height=""1"" width=""1"" alt=""""/>"
How Laws Restricting Tech Actually Expose Us To Greater Harm,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/suJ2TVzixp0/story01.htm,"An anonymous reader writes: Cory Doctorow has an article in Wired explaining why crafting laws to restrict software is going to hurt us in the long run. The reason? Because we're on an irreversible trajectory toward integrating technology with our cars and houses, bodies and brains. If we don't control the software, then at some point, we won't control parts of our homes and our selves. Doctorow writes, ""Any law or regulation that undermines computers' utility or security also ripples through all the systems that have been colonized by the general-purpose computer. And therein lies the potential for untold trouble and mischief. Code always has flaws, and those flaws are easy for bad guys to find. But if your computer has deliberately been designed with a blind spot, the bad guys will use it to evade detection by you and your antivirus software. That's why a 3-D printer with anti-gun-printing code isn't a 3-D printer that won't print guns&mdash;the bad guys will quickly find a way around that. It's a 3-D printer that is vulnerable to hacking by malware creeps who can use your printer's 'security' against you: from bricking your printer to screwing up your prints to introducing subtle structural flaws to simply hijacking the operating system and using it to stage attacks on your whole network.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=How+Laws+Restricting+Tech+Actually+Expose+Us+To+Greater+Harm%3A+http%3A%2F%2Fbit.ly%2F1B5LAiy""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fhardware.slashdot.org%2Fstory%2F14%2F12%2F24%2F1434210%2Fhow-laws-restricting-tech-actually-expose-us-to-greater-harm%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://hardware.slashdot.org/story/14/12/24/1434210/how-laws-restricting-tech-actually-expose-us-to-greater-harm?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://hardware.slashdot.org/story/14/12/24/1434210/how-laws-restricting-tech-actually-expose-us-to-greater-harm?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6501219&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41c24df9/sc/21/mf.gif' border='0'/><br clear='all'/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/suJ2TVzixp0"" height=""1"" width=""1"" alt=""""/>"
